Points:0,Points:1,C
5.2362816e+00,2.7744445e-01,6.4144002e-03
2.9792070e-02,2.7779864e-01,1.3526233e-06
1.5590152e+00,2.7820503e-01,2.1040977e-06
5.3491617e+00,2.7834839e-01,2.9871016e-03
5.1302743e+00,2.7869167e-01,1.1115968e-02
6.2212903e-01,2.8120459e-01,2.0862345e-06
4.7996900e+00,2.8160495e-01,2.5814237e-02
5.4521603e+00,2.8203050e-01,1.3323553e-03
1.2114157e+00,2.8281900e-01,1.8375733e-06
1.0938171e+00,2.8563871e-01,1.9226772e-06
1.4431389e+00,2.8661425e-01,1.9601766e-06
5.0307113e+00,2.8744856e-01,1.6792570e-02
1.3280636e+00,2.8812177e-01,1.8944670e-06
4.9174994e+00,2.8981289e-01,2.2283631e-02
3.0392943e+00,2.9187642e-01,1.5876995e-02
9.7752376e-01,2.9229864e-01,1.9155713e-06
7.5548749e-01,2.9455245e-01,2.0035439e-06
5.1095138e-01,2.9543794e-01,2.1366251e-06
8.6115473e-01,2.9563924e-01,2.0098576e-06
1.9658210e+00,2.9788174e-01,2.5957642e-06
9.9665965e+00,2.9790345e-01,3.9255782e-14
1.8317814e+00,2.9830589e-01,2.5978319e-06
1.7724175e+00,2.9979601e-01,2.4659539e-06
4.0715166e-01,3.0235872e-01,2.0703249e-06
9.7710249e+00,3.0757317e-01,3.9977001e-14
3.4130444e+00,3.1368867e-01,2.3995102e-02
3.5276431e+00,3.1400405e-01,2.4366416e-02
3.1832566e+00,3.1406377e-01,2.1440498e-02
9.8336453e+00,3.1504565e-01,4.1520829e-14
3.6442433e+00,3.1592397e-01,2.3811612e-02
2.2746243e-01,3.1900289e-01,1.8309312e-06
9.6590054e+00,3.1914633e-01,3.5440720e-14
3.7605395e+00,3.1936852e-01,2.3704812e-02
9.1939114e+00,3.1942933e-01,6.7535310e-14
2.8558134e-01,3.1981008e-01,1.9636614e-06
9.3083343e+00,3.1992970e-01,3.9505109e-14
6.2609302e+00,3.2002496e-01,4.4252462e-05
9.4251719e+00,3.2022454e-01,2.8640088e-14
3.8750208e+00,3.2032431e-01,2.4642135e-02
9.5429322e+00,3.2040421e-01,3.2643789e-14
8.6119049e+00,3.2052371e-01,3.0648623e-11
3.2971034e+00,3.2076662e-01,2.2687920e-02
3.9902109e+00,3.2112014e-01,2.4799012e-02
8.7273489e+00,3.2119971e-01,8.2747850e-12
6.5063915e+00,3.2165968e-01,2.7678482e-05
4.1055765e+00,3.2241969e-01,2.5690355e-02
6.3822711e+00,3.2250089e-01,3.4712433e-05
6.9654901e+00,3.2308598e-01,1.1536663e-05
5.6828498e+00,3.2364811e-01,3.0459347e-04
8.1395475e+00,3.2368984e-01,7.8600618e-09
7.0818263e+00,3.2371823e-01,8.6147197e-06
8.4923770e+00,3.2402209e-01,1.2445853e-10
5.9823978e+00,3.2418457e-01,7.3403884e-05
4.2205517e+00,3.2445441e-01,2.3768975e-02
